Protein,PName,PepCount,BL_BLUS_pval,BL_OGD_pval,OGD_OGDUS_pval,BL_OGD_FC,BL_BLUS_FC,OGD_OGDUS_FC,BL_Avg,BL_avg2,BL+US,OGD_avg,OGD_avg2,OGD+US
SYIM_MOUSE,"Isoleucine--tRNA ligase, mitochondrial; EC=6.1.1.5; AltName: Full=Isoleucyl-tRNA synthetase; Short=IleRS; Flags: Precursor; Accession=Q8BIJ6; Q3TKT8; Q8BIJ0; Q8BIP3; [Mus musculus (Mouse)]",11,0.65,0.55,0.74,-0.16,-0.10,0.08,26.01,26.01,26.11,26.17,26.17,26.09
SYJ2B_MOUSE,Synaptojanin-2-binding protein {ECO:0000250|UniProtKB:P57105}; AltName: Full=Activin receptor-interacting protein 2 {ECO:0000303|PubMed:11882656}; AltName: Full=Activin receptor-interacting protein 4 {ECO:0000312|EMBL:AAT70239.1}; AltName: Full=Mitochondr,4,0.75,0.62,0.73,-0.13,-0.09,0.10,24.91,24.91,25.00,25.04,25.04,24.93
SYK_MOUSE,Lysine--tRNA ligase; EC=6.1.1.6; AltName: Full=Lysyl-tRNA synthetase; Short=LysRS; Accession=Q99MN1; [Mus musculus (Mouse)],12,0.42,0.72,0.53,0.09,-0.15,-0.13,26.51,26.51,26.66,26.42,26.42,26.55
SYLC_MOUSE,"Leucine--tRNA ligase, cytoplasmic; EC=6.1.1.4; AltName: Full=Leucyl-tRNA synthetase; Short=LeuRS; Accession=Q8BMJ2; Q8BKW9; [Mus musculus (Mouse)]",13,0.59,0.89,0.93,0.04,-0.14,0.02,24.98,24.98,25.12,24.94,24.94,24.91
SYMC_MOUSE,"Methionine--tRNA ligase, cytoplasmic; EC=6.1.1.10; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS; Accession=Q68FL6; [Mus musculus (Mouse)]",14,0.09,0.78,0.78,-0.05,-0.27,-0.05,25.24,25.24,25.51,25.29,25.29,25.35
SYMPK_MOUSE,Symplekin; Accession=Q80X82; [Mus musculus (Mouse)],1,0.06,0.27,0.93,0.93,2.29,0.07,24.59,24.59,22.31,23.66,23.66,23.59
SYNC_MOUSE,"Asparagine--tRNA ligase, cytoplasmic; EC=6.1.1.22; AltName: Full=Asparaginyl-tRNA synthetase; Short=AsnRS; Accession=Q8BP47; Q3T9A7; Q7TPX0; Q9CRY5; [Mus musculus (Mouse)]",20,0.73,0.63,0.46,0.08,-0.05,-0.09,27.80,27.80,27.85,27.72,27.72,27.81
SYNE2_MOUSE,Nesprin-2; AltName: Full=Nuclear envelope spectrin repeat protein 2; AltName: Full=Nucleus and actin connecting element protein; Short=Protein NUANCE; AltName: Full=Synaptic nuclear envelope protein 2; Short=Syne-2; Accession=Q6ZWQ0; Q640M5; [Mus musculus,19,0.99,0.30,0.27,0.22,0.00,-0.23,23.78,23.78,23.78,23.56,23.56,23.79
SYNEM_MOUSE,Synemin {ECO:0000303|PubMed:15265691}; AltName: Full=Desmuslin {ECO:0000250|UniProtKB:O15061}; Accession=Q70IV5; Q3UPZ4; Q6A081; Q70IV3; Q70IV4; [Mus musculus (Mouse)],1,0.56,0.36,0.28,-0.18,0.18,0.67,23.47,23.47,23.29,23.65,23.65,22.99
SYNPO_MOUSE,Synaptopodin; Accession=Q8CC35; Q99JI0; [Mus musculus (Mouse)],21,0.61,0.56,0.79,0.14,-0.11,0.06,26.17,26.17,26.28,26.03,26.03,25.97
SYRC_MOUSE,"Arginine--tRNA ligase, cytoplasmic; EC=6.1.1.19; AltName: Full=Arginyl-tRNA synthetase; Short=ArgRS; Accession=Q9D0I9; Q3THP2; Q3TM73; Q3U8R2; Q3U930; Q5SXA8; Q8VDW1; [Mus musculus (Mouse)]",28,0.49,0.48,0.92,0.16,-0.13,-0.03,27.83,27.83,27.96,27.67,27.67,27.70
SYSC_MOUSE,"Serine--tRNA ligase, cytoplasmic; EC=6.1.1.11; AltName: Full=Seryl-tRNA synthetase; Short=SerRS; AltName: Full=Seryl-tRNA(Ser/Sec) synthetase; Accession=P26638; A2AFR8; [Mus musculus (Mouse)]",22,0.96,0.86,0.29,0.02,-0.01,-0.06,27.42,27.42,27.43,27.40,27.40,27.46
SYTC_MOUSE,"Threonine--tRNA ligase, cytoplasmic; EC=6.1.1.3; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS; Accession=Q9D0R2; Q3TL42; Q7TMQ2; Q8BMI6; Q9CX03; [Mus musculus (Mouse)]",13,0.57,0.25,0.32,0.21,0.09,-0.13,25.93,25.93,25.84,25.72,25.72,25.85
SYTC2_MOUSE,"Probable threonine--tRNA ligase 2, cytoplasmic; EC=6.1.1.3; AltName: Full=Threonyl-tRNA synthetase; Short=ThrRS; AltName: Full=Threonyl-tRNA synthetase-like protein 2; Accession=Q8BLY2; Q8CHT2; [Mus musculus (Mouse)]",1,0.79,0.46,0.07,0.28,0.14,-0.48,23.79,23.79,23.65,23.51,23.51,23.99
SYUG_MOUSE,Gamma-synuclein; AltName: Full=Persyn; Accession=Q9Z0F7; [Mus musculus (Mouse)],3,0.54,0.36,0.81,-0.39,-0.23,0.10,23.21,23.21,23.44,23.60,23.60,23.51
SYVC_MOUSE,Valine--tRNA ligase; EC=6.1.1.9; AltName: Full=Protein G7a; AltName: Full=Valyl-tRNA synthetase; Short=ValRS; Accession=Q9Z1Q9; Q9QUN2; [Mus musculus (Mouse)],32,0.57,0.36,0.65,0.13,0.05,0.07,27.22,27.22,27.17,27.09,27.09,27.02
SYWC_MOUSE,"Tryptophan--tRNA ligase, cytoplasmic; EC=6.1.1.2; AltName: Full=Tryptophanyl-tRNA synthetase; Short=TrpRS; Contains: T1-TrpRS; Contains: T2-TrpRS; Accession=P32921; Q80ZY4; Q99J58; Q9DC65; [Mus musculus (Mouse)]",13,0.95,0.93,0.90,0.01,0.01,-0.02,27.53,27.53,27.52,27.51,27.51,27.53
SYYC_MOUSE,"Tyrosine--tRNA ligase, cytoplasmic; EC=6.1.1.1; AltName: Full=Tyrosyl-tRNA synthetase; Short=TyrRS; Contains: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed; Accession=Q91WQ3; Q3TEC8; Q3U9A1; Q3UTA7; Q8BVT2; Q8C183; [Mus musculus (Mouse)]",12,0.61,0.45,0.61,0.17,0.05,-0.11,26.22,26.22,26.18,26.05,26.05,26.16
SZRD1_MOUSE,SUZ domain-containing protein 1; Accession=Q6NXN1; Q3TB72; Q8BT36; [Mus musculus (Mouse)],2,0.79,0.43,0.92,-0.16,-0.05,-0.02,25.31,25.31,25.36,25.47,25.47,25.49
T106B_MOUSE,Transmembrane protein 106B; Accession=Q80X71; Q9D737; [Mus musculus (Mouse)],3,0.67,0.25,0.40,0.38,-0.11,-0.26,24.29,24.29,24.40,23.91,23.91,24.17
T120A_MOUSE,Transmembrane protein 120A; AltName: Full=Transmembrane protein induced by tumor necrosis factor alpha; Accession=Q8C1E7; Q8BWP7; [Mus musculus (Mouse)],1,0.81,0.63,0.47,0.17,0.07,0.31,22.95,22.95,22.89,22.78,22.78,22.47
T176B_MOUSE,Transmembrane protein 176B; AltName: Full=Protein LR8; Accession=Q9R1Q6; Q9WU52; [Mus musculus (Mouse)],1,0.71,0.07,0.38,0.44,0.08,0.31,24.55,24.55,24.47,24.11,24.11,23.81
T22D1_MOUSE,TSC22 domain family protein 1; AltName: Full=Regulatory protein TSC-22; AltName: Full=TGFB-stimulated clone 22 homolog; AltName: Full=TSC22-related inducible leucine zipper 1b; AltName: Full=Transforming growth factor beta-1-induced transcript 4 protein; ,1,0.18,0.02,0.73,1.06,0.62,0.09,25.55,25.55,24.93,24.49,24.49,24.40
T2EA_MOUSE,General transcription factor IIE subunit 1; AltName: Full=General transcription factor IIE 56 kDa subunit; AltName: Full=Transcription initiation factor IIE subunit alpha; Short=TFIIE-alpha; Accession=Q9D0D5; Q544T0; [Mus musculus (Mouse)],2,0.46,0.03,0.07,-1.49,-0.42,1.08,23.87,23.87,24.30,25.36,25.36,24.28
T2EB_MOUSE,General transcription factor IIE subunit 2; AltName: Full=Transcription initiation factor IIE subunit beta; Short=TFIIE-beta; Accession=Q9D902; Q3U5Y7; Q8BTZ2; Q8VE14; [Mus musculus (Mouse)],2,0.26,0.96,0.36,0.02,0.39,-0.24,23.45,23.45,23.06,23.43,23.43,23.67
T2FA_MOUSE,General transcription factor IIF subunit 1; AltName: Full=Transcription initiation factor IIF subunit alpha; Short=TFIIF-alpha; Accession=Q3THK3; Q8R5B7; [Mus musculus (Mouse)],4,0.58,0.83,0.58,0.05,-0.12,-0.11,24.53,24.53,24.65,24.48,24.48,24.60
T2FB_MOUSE,General transcription factor IIF subunit 2; EC=3.6.4.12; AltName: Full=ATP-dependent helicase GTF2F2; AltName: Full=Transcription initiation factor IIF subunit beta; Short=TFIIF-beta; Accession=Q8R0A0; [Mus musculus (Mouse)],1,1.00,0.26,,-0.31,0.00,,23.95,23.95,23.95,24.27,,
TACO1_MOUSE,Translational activator of cytochrome c oxidase 1; AltName: Full=Coiled-coil domain-containing protein 44; AltName: Full=Translational activator of mitochondrially-encoded cytochrome c oxidase 1; Accession=Q8K0Z7; B1AR86; Q3TI86; Q3USS8; Q9CV09; [Mus musc,1,,,,,,,,,,,,
TADBP_MOUSE,TAR DNA-binding protein 43; Short=TDP-43; Accession=Q921F2; Q3U591; Q3V0E7; [Mus musculus (Mouse)],12,0.40,0.84,1.00,-0.05,-0.16,0.00,27.75,27.75,27.91,27.80,27.80,27.80
TAF4B_MOUSE,Transcription initiation factor TFIID subunit 4B; AltName: Full=Transcription initiation factor TFIID 105 kDa subunit; Short=TAF(II)105; Short=TAFII-105; Short=TAFII105; Accession=G5E8Z2; [Mus musculus (Mouse)],1,0.48,0.33,0.46,0.21,0.19,-0.12,25.09,25.09,24.90,24.87,24.87,25.00
TAGL_MOUSE,Transgelin; AltName: Full=Actin-associated protein p27; AltName: Full=Smooth muscle protein 22-alpha; Short=SM22-alpha; Accession=P37804; Q545W0; [Mus musculus (Mouse)],10,0.76,0.67,0.66,0.18,0.12,-0.18,28.73,28.73,28.61,28.55,28.55,28.72
TAGL2_MOUSE,Transgelin-2; AltName: Full=SM22-beta; Accession=Q9WVA4; Q3TIB8; Q6A0C6; Q78ZX2; Q91VU2; [Mus musculus (Mouse)],33,0.18,0.53,0.99,-0.13,-0.22,0.00,30.84,30.84,31.06,30.97,30.97,30.97
TALDO_MOUSE,Transaldolase; EC=2.2.1.2; Accession=Q93092; P70358; P70703; Q52KM4; [Mus musculus (Mouse)],29,0.97,0.49,0.30,0.12,0.01,-0.12,29.40,29.40,29.39,29.28,29.28,29.41
TANC1_MOUSE,"Protein TANC1; AltName: Full=Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 1; Accession=Q0VGY8; A2AUL4; A2AUL6; Q80VD2; Q8C0Q6; [Mus musculus (Mouse)]",1,0.95,0.42,0.86,0.83,0.04,-0.21,22.73,22.73,22.69,21.91,21.91,22.12
TAOK1_MOUSE,Serine/threonine-protein kinase TAO1; EC=2.7.11.1; AltName: Full=Thousand and one amino acid protein 1; Accession=Q5F2E8; Q69ZL2; Q8JZX2; Q91VG7; [Mus musculus (Mouse)],2,0.23,0.27,0.54,1.14,0.34,-0.87,23.53,23.53,23.20,22.39,22.39,23.25
TAOK3_MOUSE,Serine/threonine-protein kinase TAO3; EC=2.7.11.1; AltName: Full=Thousand and one amino acid protein 3; Accession=Q8BYC6; Q3V3B3; [Mus musculus (Mouse)],17,0.66,0.30,0.39,0.12,-0.05,0.07,25.04,25.04,25.10,24.93,24.93,24.86
TAP1_MOUSE,Antigen peptide transporter 1; Short=APT1; AltName: Full=ATP-binding cassette sub-family B member 2; AltName: Full=Histocompatibility antigen modifier 1; AltName: Full=Peptide transporter TAP1; Accession=P21958; Q62427; [Mus musculus (Mouse)],1,,0.47,0.12,-0.46,,0.48,,22.05,,22.51,22.51,22.03
TARA_MOUSE,TRIO and F-actin-binding protein; AltName: Full=Protein Tara; AltName: Full=Trio-associated repeat on actin; Accession=Q99KW3; Q2PZW9; Q2Q402; Q2Q403; Q2Q404; Q6ZPK4; Q8C6T3; Q8CG90; [Mus musculus (Mouse)],14,0.90,0.44,0.69,0.14,0.02,-0.06,25.85,25.85,25.83,25.71,25.71,25.77
TB10B_MOUSE,TBC1 domain family member 10B; AltName: Full=Protein wz3-85; Accession=Q8BHL3; Q6GQW9; Q6PIZ5; Q91XR3; [Mus musculus (Mouse)],2,0.52,0.56,0.67,-0.34,0.55,0.13,22.83,22.83,22.28,23.17,23.17,23.04
TB182_MOUSE,182 kDa tankyrase-1-binding protein; Accession=P58871; A2BH84; Q6ZPI8; [Mus musculus (Mouse)],20,0.67,0.72,0.95,-0.06,-0.07,-0.01,25.04,25.04,25.10,25.10,25.10,25.11
TB22A_MOUSE,TBC1 domain family member 22A; Accession=Q8R5A6; Q3U268; Q3U3T0; Q8CA49; [Mus musculus (Mouse)],1,,0.69,0.91,0.18,,-0.02,,23.00,,22.82,22.82,22.84
TBA1A_MOUSE,Tubulin alpha-1A chain; AltName: Full=Alpha-tubulin 1; AltName: Full=Alpha-tubulin isotype M-alpha-1; AltName: Full=Tubulin alpha-1 chain; Contains: Detyrosinated tubulin alpha-1A chain; Accession=Q5XJF8; [Mus musculus (Mouse)],15,0.49,0.31,0.82,0.20,0.10,0.04,31.59,31.59,31.49,31.40,31.40,31.36
TBA1B_MOUSE,Tubulin alpha-1B chain; AltName: Full=Alpha-tubulin 2; AltName: Full=Alpha-tubulin isotype M-alpha-2; AltName: Full=Tubulin alpha-2 chain; Contains: Detyrosinated tubulin alpha-1B chain; Accession=P05213; Q3TY23; Q3U8B1; Q3UAW8; Q4KMW2; [Mus musculus (Mou,12,0.70,0.18,0.42,-0.13,-0.03,0.10,32.96,32.96,32.99,33.09,33.09,32.98
TBA1C_MOUSE,Tubulin alpha-1C chain; AltName: Full=Alpha-tubulin 6; AltName: Full=Alpha-tubulin isotype M-alpha-6; AltName: Full=Tubulin alpha-6 chain; Contains: Detyrosinated tubulin alpha-1C chain; Accession=P68373; P05216; Q9CSE9; [Mus musculus (Mouse)],18,0.19,0.06,0.97,0.30,0.14,0.01,27.93,27.93,27.79,27.63,27.63,27.63
TBA3_MOUSE,Tubulin alpha-3 chain; AltName: Full=Alpha-tubulin 3/7; AltName: Full=Alpha-tubulin isotype M-alpha-3/7; AltName: Full=Tubulin alpha-3/alpha-7 chain; Contains: Detyrosinated tubulin alpha-3 chain; Accession=P05214; [Mus musculus (Mouse)],10,0.46,0.21,0.41,0.21,0.13,-0.12,27.82,27.82,27.69,27.61,27.61,27.73
TBA4A_MOUSE,Tubulin alpha-4A chain; AltName: Full=Alpha-tubulin 4; AltName: Full=Alpha-tubulin isotype M-alpha-4; AltName: Full=Tubulin alpha-4 chain; Accession=P68368; P05215; Q3TY31; [Mus musculus (Mouse)],11,0.24,0.43,0.86,0.14,0.21,0.03,30.20,30.20,29.98,30.05,30.05,30.02
TBA8_MOUSE,Tubulin alpha-8 chain; AltName: Full=Alpha-tubulin 8; Accession=Q9JJZ2; D4P911; Q9CV57; [Mus musculus (Mouse)],3,0.67,0.99,0.63,0.00,0.07,-0.06,28.38,28.38,28.31,28.38,28.38,28.44
TBB2A_MOUSE,Tubulin beta-2A chain; Accession=Q7TMM9; [Mus musculus (Mouse)],22,0.58,0.84,0.70,-0.02,-0.07,-0.05,32.41,32.41,32.48,32.43,32.43,32.47
TBB2B_MOUSE,Tubulin beta-2B chain; Accession=Q9CWF2; Q3TG26; [Mus musculus (Mouse)],15,0.94,0.38,0.91,0.11,0.00,-0.02,31.42,31.42,31.41,31.30,31.30,31.32
TBB3_MOUSE,Tubulin beta-3 chain; Accession=Q9ERD7; Q3UF42; Q5I036; [Mus musculus (Mouse)],13,0.60,0.18,0.82,0.20,0.06,-0.03,30.36,30.36,30.30,30.16,30.16,30.19
TBB4A_MOUSE,Tubulin beta-4A chain; AltName: Full=Tubulin beta-4 chain; Accession=Q9D6F9; Q62364; Q80Y54; [Mus musculus (Mouse)],19,0.04,0.05,0.91,0.25,0.23,-0.01,31.26,31.26,31.03,31.01,31.01,31.02
TBB4B_MOUSE,Tubulin beta-4B chain; AltName: Full=Tubulin beta-2C chain; Accession=P68372; P05217; Q3TKF0; Q3UJ73; Q99JZ6; [Mus musculus (Mouse)],19,0.99,0.83,0.91,-0.06,0.00,-0.03,29.38,29.38,29.38,29.44,29.44,29.46
TBB5_MOUSE,Tubulin beta-5 chain; Accession=Q8WUC1; Q9CY33; [Mus musculus (Mouse)],41,0.73,0.34,0.71,0.12,0.03,-0.05,31.44,31.44,31.42,31.33,31.33,31.38
TBB6_MOUSE,Tubulin beta-6 chain; Accession=Q922F4; [Mus musculus (Mouse)],26,0.56,0.77,0.87,0.11,-0.15,-0.06,28.20,28.20,28.36,28.09,28.09,28.15
TBC15_MOUSE,TBC1 domain family member 15; AltName: Full=GTPase-activating protein RAB7; Short=GAP for RAB7; Short=Rab7-GAP; Accession=Q9CXF4; Q3UI41; [Mus musculus (Mouse)],4,0.70,0.22,0.77,0.18,-0.04,0.06,25.07,25.07,25.11,24.89,24.89,24.83
TBC8B_MOUSE,TBC1 domain family member 8B; Accession=A3KGB4; B9EJW4; [Mus musculus (Mouse)],3,0.29,0.28,,-0.55,-0.81,,22.39,22.39,23.20,22.95,,
TBCA_MOUSE,Tubulin-specific chaperone A; AltName: Full=TCP1-chaperonin cofactor A; AltName: Full=Tubulin-folding cofactor A; Short=CFA; Accession=P48428; [Mus musculus (Mouse)],12,0.62,0.93,0.66,0.01,0.10,-0.08,28.87,28.87,28.77,28.86,28.86,28.93
TBCB_MOUSE,Tubulin-folding cofactor B; AltName: Full=Cytoskeleton-associated protein 1; AltName: Full=Cytoskeleton-associated protein CKAPI; AltName: Full=Tubulin-specific chaperone B; Accession=Q9D1E6; Q9CWR6; Q9DCZ6; [Mus musculus (Mouse)],4,0.63,0.18,0.73,-0.38,-0.13,0.10,24.32,24.32,24.45,24.70,24.70,24.60
TBCC_MOUSE,Tubulin-specific chaperone C; AltName: Full=Tubulin-folding cofactor C; Short=CFC; Accession=Q8VCN9; Q3V242; [Mus musculus (Mouse)],1,0.82,,,,0.08,,22.97,,22.89,,,
TBCD_MOUSE,Tubulin-specific chaperone D; AltName: Full=Beta-tubulin cofactor D; AltName: Full=Tubulin-folding cofactor D; Accession=Q8BYA0; [Mus musculus (Mouse)],2,0.11,0.02,0.92,0.76,0.56,0.03,24.51,24.51,23.95,23.74,23.74,23.71
TBCD1_MOUSE,TBC1 domain family member 1; Accession=Q60949; E9QLW9; Q80TJ9; Q923F8; [Mus musculus (Mouse)],1,0.10,,,,0.39,,22.52,,22.13,,,
TBCE_MOUSE,Tubulin-specific chaperone E; AltName: Full=Tubulin-folding cofactor E; Accession=Q8CIV8; [Mus musculus (Mouse)],2,,0.60,0.84,0.65,,-0.07,,22.29,,21.64,21.64,21.71
TBCEL_MOUSE,Tubulin-specific chaperone cofactor E-like protein; AltName: Full=Leucine-rich repeat-containing protein 35; Accession=Q8C5W3; B9EID8; Q8C7A5; [Mus musculus (Mouse)],3,0.08,0.74,0.13,0.08,0.33,0.54,25.35,25.35,25.02,25.26,25.26,24.73
TCEA1_MOUSE,Transcription elongation factor A protein 1; AltName: Full=Transcription elongation factor S-II protein 1; AltName: Full=Transcription elongation factor TFIIS.o; Accession=P10711; P10712; P23713; [Mus musculus (Mouse)],7,0.68,0.68,0.58,-0.11,-0.12,0.17,23.64,23.64,23.76,23.75,23.75,23.58
TCF25_MOUSE,Transcription factor 25; Short=TCF-25; AltName: Full=Nuclear localized protein 1; Accession=Q8C2M3; Q8C6B4; Q9CUW0; Q9ER19; [Mus musculus (Mouse)],2,,,,,,,,,,,,
TCOF_MOUSE,Treacle protein; AltName: Full=Treacher Collins syndrome protein homolog; Accession=O08784; O08857; [Mus musculus (Mouse)],3,0.83,0.20,0.22,0.46,0.06,-0.37,23.23,23.23,23.17,22.77,22.77,23.14
TCPA_MOUSE,T-complex protein 1 subunit alpha; Short=TCP-1-alpha; AltName: Full=CCT-alpha; AltName: Full=Tailless complex polypeptide 1A; Short=TCP-1-A; AltName: Full=Tailless complex polypeptide 1B; Short=TCP-1-B; Accession=Q3UE48; [Mus musculus (Mouse)],33,0.38,0.31,0.70,0.18,-0.16,-0.06,27.95,27.95,28.11,27.77,27.77,27.83
TCPB_MOUSE,T-complex protein 1 subunit beta; Short=TCP-1-beta; AltName: Full=CCT-beta; Accession=P80314; Q9R1U0; [Mus musculus (Mouse)],43,0.87,0.50,0.16,0.10,-0.02,-0.17,27.46,27.46,27.48,27.36,27.36,27.53
TCPD_MOUSE,T-complex protein 1 subunit delta; Short=TCP-1-delta; AltName: Full=A45; AltName: Full=CCT-delta; Accession=P80315; [Mus musculus (Mouse)],28,0.54,0.23,0.25,0.21,-0.08,-0.21,28.34,28.34,28.42,28.14,28.14,28.34
TCPE_MOUSE,T-complex protein 1 subunit epsilon; Short=TCP-1-epsilon; AltName: Full=CCT-epsilon; Accession=P80316; Q3TIE0; Q3U530; Q3UCU4; Q3UJK9; Q3UWA9; Q542K3; Q6ZQJ1; [Mus musculus (Mouse)],42,0.75,0.38,0.57,0.18,-0.06,-0.10,28.28,28.28,28.34,28.11,28.11,28.21
TCPG_MOUSE,T-complex protein 1 subunit gamma; Short=TCP-1-gamma; AltName: Full=CCT-gamma; AltName: Full=Matricin; AltName: Full=mTRiC-P5; Accession=P80318; [Mus musculus (Mouse)],31,0.61,0.36,0.63,0.15,-0.06,-0.09,28.39,28.39,28.46,28.24,28.24,28.33
TCPH_MOUSE,"T-complex protein 1 subunit eta; Short=TCP-1-eta; AltName: Full=CCT-eta; Contains: T-complex protein 1 subunit eta, N-terminally processed; Accession=P80313; [Mus musculus (Mouse)]",25,0.47,0.95,0.89,-0.01,-0.13,-0.03,27.63,27.63,27.76,27.64,27.64,27.67
TCPQ_MOUSE,T-complex protein 1 subunit theta; Short=TCP-1-theta; AltName: Full=CCT-theta; Accession=P42932; [Mus musculus (Mouse)],25,0.83,0.47,0.69,0.16,-0.04,-0.07,28.37,28.37,28.41,28.22,28.22,28.29
TCPR1_MOUSE,Tectonin beta-propeller repeat-containing protein 1; Accession=Q80VP0; Q8CHA3; Q8R3E0; Q99KQ5; Q9CVC6; [Mus musculus (Mouse)],1,,,0.66,,,0.34,,,,,24.04,23.71
TCPW_MOUSE,T-complex protein 1 subunit zeta-2; Short=TCP-1-zeta-2; AltName: Full=CCT-zeta-2; Short=Cctz-2; Accession=Q61390; Q9R1U2; [Mus musculus (Mouse)],1,0.87,0.92,0.44,0.05,-0.10,-0.33,24.43,24.43,24.53,24.38,24.38,24.72
TCPZ_MOUSE,T-complex protein 1 subunit zeta; Short=TCP-1-zeta; AltName: Full=CCT-zeta-1; Accession=P80317; [Mus musculus (Mouse)],32,0.30,0.78,0.83,0.06,-0.19,-0.04,28.32,28.32,28.51,28.27,28.27,28.31
TCRG1_MOUSE,Transcription elongation regulator 1; AltName: Full=Formin-binding protein 28; Short=FBP 28; AltName: Full=TATA box-binding protein-associated factor 2S; AltName: Full=Transcription factor CA150; AltName: Full=p144; Accession=Q8CGF7; Q61051; Q8C490; Q8CHT,11,0.52,0.88,0.92,-0.04,-0.15,0.02,25.67,25.67,25.82,25.71,25.71,25.69
TCTP_MOUSE,Translationally-controlled tumor protein; Short=TCTP; AltName: Full=21 kDa polypeptide; AltName: Full=p21; AltName: Full=p23; Accession=P63028; P14701; Q3TMT0; Q3TWS8; Q3TWX0; Q3UAG7; Q569M9; [Mus musculus (Mouse)],15,0.32,0.19,0.65,0.23,0.10,-0.09,28.85,28.85,28.75,28.63,28.63,28.72
TDIF2_MOUSE,Deoxynucleotidyltransferase terminal-interacting protein 2; Accession=Q8R2M2; Q3TQW8; Q3UX19; [Mus musculus (Mouse)],2,0.09,0.50,0.60,0.24,0.46,0.17,22.34,22.34,21.88,22.10,22.10,21.93
TEBP_MOUSE,Prostaglandin E synthase 3; EC=5.3.99.3 {ECO:0000250|UniProtKB:Q15185}; AltName: Full=Cytosolic prostaglandin E2 synthase; Short=cPGES; AltName: Full=Hsp90 co-chaperone; AltName: Full=Progesterone receptor complex p23; AltName: Full=Sid 3177; AltName: Ful,1,0.96,0.67,0.69,0.22,-0.02,-0.18,26.16,26.16,26.18,25.94,25.94,26.12
TECR_MOUSE,"Very-long-chain enoyl-CoA reductase {ECO:0000305}; EC=1.3.1.93 {ECO:0000250|UniProtKB:Q9NZ01}; AltName: Full=Synaptic glycoprotein SC2; AltName: Full=Trans-2,3-enoyl-CoA reductase; Short=TER; Accession=Q9CY27; [Mus musculus (Mouse)]",6,0.94,0.16,0.03,0.28,-0.01,-0.41,27.75,27.75,27.76,27.47,27.47,27.88
TENS3_MOUSE,Tensin-3; AltName: Full=Tensin-like SH2 domain-containing protein 1; Accession=Q5SSZ5; Q3TZ54; Q8BJA7; [Mus musculus (Mouse)],4,0.43,0.87,0.29,-0.14,0.56,0.56,23.45,23.45,22.89,23.59,23.59,23.03
TERA_MOUSE,Transitional endoplasmic reticulum ATPase; Short=TER ATPase; EC=3.6.4.6; AltName: Full=15S Mg(2+)-ATPase p97 subunit; AltName: Full=Valosin-containing protein; Short=VCP; Accession=Q01853; Q3TFH9; Q3TIM2; Q3TXN9; Q6PI18; Q8BSR6; Q8CEG4; [Mus musculus (Mou,136,0.27,0.07,0.75,0.12,0.06,-0.02,30.33,30.33,30.27,30.21,30.21,30.23
TES_MOUSE,Testin; AltName: Full=TES1/TES2; Accession=P47226; [Mus musculus (Mouse)],6,0.94,0.23,0.04,0.19,-0.01,-0.36,25.80,25.80,25.81,25.61,25.61,25.97
TF65_MOUSE,Transcription factor p65; AltName: Full=Nuclear factor NF-kappa-B p65 subunit; AltName: Full=Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3; Accession=Q04207; Q62025; [Mus musculus (Mouse)],2,0.51,0.98,0.31,0.01,-0.17,-0.18,24.82,24.82,24.99,24.81,24.81,24.99
TFR1_MOUSE,Transferrin receptor protein 1; Short=TR; Short=TfR; Short=TfR1; Short=Trfr; AltName: CD_antigen=CD71; Accession=Q62351; Q61560; [Mus musculus (Mouse)],1,,0.04,0.95,0.79,,0.03,,23.38,,22.58,22.58,22.55
TGFI1_MOUSE,Transforming growth factor beta-1-induced transcript 1 protein; AltName: Full=Androgen receptor-associated protein of 55 kDa; AltName: Full=Hydrogen peroxide-inducible clone 5 protein; Short=Hic-5; AltName: Full=TGF beta-stimulated clone 5; Short=TSC-5; A,2,0.25,0.14,0.08,0.45,-0.45,-0.68,23.60,23.60,24.04,23.14,23.14,23.82
TGM2_MOUSE,Protein-glutamine gamma-glutamyltransferase 2; EC=2.3.2.13; AltName: Full=Tissue transglutaminase; AltName: Full=Transglutaminase C; Short=TG(C); Short=TGC; Short=TGase C; AltName: Full=Transglutaminase-2; Short=TGase-2; Accession=P21981; O88901; Q3TLV2; ,5,0.40,0.16,0.62,-0.45,-0.25,0.13,23.63,23.63,23.88,24.08,24.08,23.95
THIC_MOUSE,"Acetyl-CoA acetyltransferase, cytosolic; EC=2.3.1.9; AltName: Full=Cytosolic acetoacetyl-CoA thiolase; Accession=Q8CAY6; Q3TJY7; Q62292; Q96EB7; Q99K88; Q9CYV2; [Mus musculus (Mouse)]",5,0.99,0.37,0.31,-0.23,0.00,0.21,24.90,24.90,24.89,25.12,25.12,24.91
